SampleID	SampleType	subject_id	sow_id	host_species	study_day	current_antibiotics	sow_parity	type_of_antibiotic	date_collected	pen_id	mass_g	plate_row	plate_col	plate	tube_id_aliquot	tube_id	extract_id	extract_date	dna_ng_ul	nextera_date	udi	dna_coord	index_coord	lib_ng_ul	reprep	reprep_ng_ul	final_lib_ng_ul	miniseq_pct
Pig-55535-5-RecSwb-D14_S260	Rectal swab	55535.5	55535	Pig	Day 14	No	2	NA	9/11/20	55535	NA	F	8	3	NA	420	P3.62	6/15/22	100.8	8/2/22	Set C REF 20026934	F08	F08	6.2	No	NA	6.2	0.24
Pig-55535-5-RecSwb-D2_S222	Rectal swab	55535.5	55535	Pig	Day 2	No	2	NA	8/30/20	55535	NA	C	6	3	NA	378	P3.43	6/15/22	37.2	8/2/22	Set C REF 20026934	C06	C06	3.2	No	NA	3.2	0.18
Pig-55535-5-RecSwb-D21_S237	Rectal swab	55535.5	55535	Pig	Day 21	No	2	NA	9/18/20	55535	NA	D	9	3	NA	435	P3.68	6/15/22	88.7	8/2/22	Set C REF 20026934	D09	D09	3.2	No	NA	3.2	0.17
Pig-55535-5-RecSwb-D4_S199	Rectal swab	55535.5	55535	Pig	Day 4	No	2	NA	9/1/20	55535	NA	A	7	3	NA	392	P3.49	6/15/22	40.9	8/2/22	Set C REF 20026934	A07	A07	13.2	No	NA	13.2	0.08
Pig-55535-5-RecSwb-D7_S271	Rectal swab	55535.5	55535	Pig	Day 7	No	2	NA	9/4/20	55535	NA	G	7	3	NA	406	P3.55	6/15/22	65.3	8/2/22	Set C REF 20026934	G07	G07	1.5	No	NA	1.5	0.15
Pig-55535-6-RecSwb-D14_S272	Rectal swab	55535.6	55535	Pig	Day 14	No	2	NA	9/11/20	55535	NA	G	8	3	NA	421	P3.63	6/15/22	26.6	8/2/22	Set C REF 20026934	G08	G08	3	No	NA	3	0.25
Pig-55535-6-RecSwb-D2_S234	Rectal swab	55535.6	55535	Pig	Day 2	No	2	NA	8/30/20	55535	NA	D	6	3	NA	379	P3.44	6/15/22	128.9	8/2/22	Set C REF 20026934	D06	D06	4.8	No	NA	4.8	0.16
Pig-55535-6-RecSwb-D21_S249	Rectal swab	55535.6	55535	Pig	Day 21	No	2	NA	9/18/20	55535	NA	E	9	3	NA	436	P3.69	6/15/22	64.5	8/2/22	Set C REF 20026934	E09	E09	4.3	No	NA	4.3	0.15
Pig-55535-6-RecSwb-D4_S211	Rectal swab	55535.6	55535	Pig	Day 4	No	2	NA	9/1/20	55535	NA	B	7	3	NA	393	P3.50	6/15/22	33.6	8/2/22	Set C REF 20026934	B07	B07	10.6	No	NA	10.6	0.17
Pig-55535-6-RecSwb-D7_S200	Rectal swab	55535.6	55535	Pig	Day 7	No	2	NA	9/4/20	55535	NA	A	8	3	NA	407	P3.57	6/15/22	87.1	8/2/22	Set C REF 20026934	A08	A08	1	No	NA	1	0.15
Pig-55535-crpfdr-D14_S345	Creep feeder	NA	NA	Pig	Day 14	No	NA	NA	9/11/20	55535	NA	E	9	4	NA	430	P4.69	6/17/22	34.7	8/10/22	Set D REF 20026933	E09	E09	0.5	Yes	4.7	4.7	0.19
Pig-55535-Feces-D14-422-C_S5	Feces	55535	55535	Pig	Day 14	No	2	NA	9/11/20	55535	0.291	A	5	1	422.C	422	P1.33	6/8/22	306.2	7/14/22	Set A REF 20025019	A05	A05	0.3	Yes	4.8	4.8	0.15
Pig-55535-Feces-D2-380-A_S64	Feces	55535	55535	Pig	Day 2	No	2	NA	8/30/20	55535	0.157	F	4	1	380.A	380	P1.30	6/8/22	45.1	7/14/22	Set A REF 20025019	F04	F04	14.5	No	NA	14.5	0.35
Pig-55535-Feces-D21-437-B_S17	Feces	55535	55535	Pig	Day 21	No	2	NA	9/18/20	55535	0.221	B	5	1	437.B	437	P1.34	6/8/22	204.9	7/14/22	Set A REF 20025019	B05	B05	3.4	No	NA	3.4	0.47
Pig-55535-Feces-D4-394-B_S76	Feces	55535	55535	Pig	Day 4	No	2	NA	9/1/20	55535	0.201	G	4	1	394.B	394	P1.31	6/8/22	220.4	7/14/22	Set A REF 20025019	G04	G04	9.5	No	NA	9.5	0.35
Pig-55535-Feces-D7-408-C_S88	Feces	55535	55535	Pig	Day 7	No	2	NA	9/4/20	55535	0.168	H	4	1	408.C	408	P1.32	6/8/22	208.8	7/14/22	Set A REF 20025019	H04	H04	2.8	No	NA	2.8	0.51
Pig-55535-Feed-D2_S380	Sow Feed	NA	NA	Pig	Day 2	No	NA	NA	8/30/20	55535	NA	H	10	4	NA	373	P4.80	6/17/22	432	8/10/22	Set D REF 20026933	H10	H10	9	No	NA	9	0.17
Pig-55535-Floor-D14_S312	Floor	NA	NA	Pig	Day 14	No	NA	NA	9/11/20	55535	NA	B	12	4	NA	429	P4.90		1.78	8/10/22	Set D REF 20026933	B12	B12	0.2	Yes	0.2	0.2	0.02
Pig-55535-vaginalswab-D1_S366	Vaginal swab	55535	55535	Pig	Day 1	No	2	NA	8/29/20	55535	NA	G	7	4	NA	372	P4.55	6/17/22	505.1	8/10/22	Set D REF 20026933	G07	G07	11.9	No	NA	11.9	0.19
Pig-55535-vaginalswab-Dneg1_S355	Vaginal swab	55535	55535	Pig	Day -1	No	2	NA	8/27/20	55535	NA	F	7	4	NA	371	P4.54	6/17/22	124.7	8/10/22	Set D REF 20026933	F07	F07	8.9	No	NA	8.9	0.58
Pig-55545-1-RecSwb-D14_S10	Rectal swab	55545.1	55545	Pig	Day 14	No	1	NA	9/9/20	55545	NA	A	10	1	NA	194	P1.73	6/9/22	223.5	7/14/22	Set A REF 20025019	A10	H03	0	Yes	5.5	5.5	0.51
Pig-55545-1-RecSwb-D2_S55	Rectal swab	55545.1	55545	Pig	Day 2	No	1	NA	8/28/20	55545	NA	E	7	1	NA	152	P1.53	6/8/22	26.5	7/14/22	Set A REF 20025019	E07	E07	3	No	NA	3	0.21
Pig-55545-1-RecSwb-D21_S82	Rectal swab	55545.1	55545	Pig	Day 21	No	1	NA	9/13/20	55545	NA	G	10	1	NA	209	P1.79	6/9/22	118.4	7/14/22	Set A REF 20025019	G10	G10	0	Yes	4.5	4.5	0.17
Pig-55545-1-RecSwb-D4_S44	Rectal swab	55545.1	55545	Pig	Day 4	No	1	NA	8/30/20	55545	NA	D	8	1	NA	166	P1.60	6/8/22	24.1	7/14/22	Set A REF 20025019	D08	D08	15	No	NA	15	0.61
Pig-55545-1-RecSwb-D7_S21	Rectal swab	55545.1	55545	Pig	Day 7	No	1	NA	9/2/20	55545	NA	B	9	1	NA	180	P1.66	6/9/22	70.8	7/14/22	Set A REF 20025019	B09	B09	3.7	No	NA	3.7	0.51
Pig-55545-2-RecSwb-D14_S22	Rectal swab	55545.2	55545	Pig	Day 14	No	1	NA	9/9/20	55545	NA	B	10	1	NA	195	P1.74	6/9/22	49.6	7/14/22	Set A REF 20025019	B10	B10	7.2	No	NA	7.2	0.24
Pig-55545-2-RecSwb-D2_S67	Rectal swab	55545.2	55545	Pig	Day 2	No	1	NA	8/28/20	55545	NA	F	7	1	NA	153	P1.54	6/8/22	164	7/14/22	Set A REF 20025019	F07	F07	0.5	Yes	4.1	4.1	0.46
Pig-55545-2-RecSwb-D21_S94	Rectal swab	55545.2	55545	Pig	Day 21	No	1	NA	9/13/20	55545	NA	H	10	1	NA	210	P1.80	6/9/22	78.9	7/14/22	Set A REF 20025019	H10	H10	0	Yes	3.9	3.9	0.39
Pig-55545-2-RecSwb-D4_S56	Rectal swab	55545.2	55545	Pig	Day 4	No	1	NA	8/30/20	55545	NA	E	8	1	NA	167	P1.61	6/8/22	123.8	7/14/22	Set A REF 20025019	E08	E08	3.1	No	NA	3.1	0.35
Pig-55545-2-RecSwb-D7_S33	Rectal swab	55545.2	55545	Pig	Day 7	No	1	NA	9/2/20	55545	NA	C	9	1	NA	181	P1.67	6/9/22	46.7	7/14/22	Set A REF 20025019	C09	C09	1.2	No	NA	1.2	0.31
Pig-55545-3-RecSwb-D14_S34	Rectal swab	55545.3	55545	Pig	Day 14	No	1	NA	9/9/20	55545	NA	C	10	1	NA	196	P1.75	6/9/22	48.3	7/14/22	Set A REF 20025019	C10	C10	2.5	No	NA	2.5	0.49
Pig-55545-3-RecSwb-D2_S79	Rectal swab	55545.3	55545	Pig	Day 2	No	1	NA	8/28/20	55545	NA	G	7	1	NA	154	P1.55	6/8/22	47.9	7/14/22	Set A REF 20025019	G07	G07	3	No	NA	3	0.3
Pig-55545-3-RecSwb-D21_S11	Rectal swab	55545.3	55545	Pig	Day 21	No	1	NA	9/13/20	55545	NA	A	11	1	NA	211	P1.81	6/9/22	190.3	7/14/22	Set A REF 20025019	A11	A11	6	No	NA	6	0.42
Pig-55545-3-RecSwb-D4_S68	Rectal swab	55545.3	55545	Pig	Day 4	No	1	NA	8/30/20	55545	NA	F	8	1	NA	168	P1.62	6/8/22	65	7/14/22	Set A REF 20025019	F08	F08	3.3	No	NA	3.3	0.22
Pig-55545-3-RecSwb-D7_S45	Rectal swab	55545.3	55545	Pig	Day 7	No	1	NA	9/2/20	55545	NA	D	9	1	NA	182	P1.68	6/9/22	28.9	7/14/22	Set A REF 20025019	D09	D09	8	No	NA	8	0.25
Pig-55545-4-RecSwb-D14_S46	Rectal swab	55545.4	55545	Pig	Day 14	No	1	NA	9/9/20	55545	NA	D	10	1	NA	197	P1.76	6/9/22	43	7/14/22	Set A REF 20025019	D10	D10	3.5	No	NA	3.5	0.22
Pig-55545-4-RecSwb-D2_S8	Rectal swab	55545.4	55545	Pig	Day 2	No	1	NA	8/28/20	55545	NA	A	8	1	NA	155	P1.57	6/8/22	35.4	7/14/22	Set A REF 20025019	A08	A07	0	Yes	4.8	4.8	0.49
Pig-55545-4-RecSwb-D21_S23	Rectal swab	55545.4	55545	Pig	Day 21	No	1	NA	9/13/20	55545	NA	B	11	1	NA	212	P1.82	6/9/22	88.2	7/14/22	Set A REF 20025019	B11	B11	8.5	No	NA	8.5	0.26
Pig-55545-4-RecSwb-D4_S80	Rectal swab	55545.4	55545	Pig	Day 4	No	1	NA	8/30/20	55545	NA	G	8	1	NA	169	P1.63	6/8/22	4.6	7/14/22	Set A REF 20025019	G08	G08	2.6	No	NA	2.6	0.23
Pig-55545-4-RecSwb-D7_S57	Rectal swab	55545.4	55545	Pig	Day 7	No	1	NA	9/2/20	55545	NA	E	9	1	NA	183	P1.69	6/9/22	30.9	7/14/22	Set A REF 20025019	E09	E09	1.8	No	NA	1.8	0.36
Pig-55545-5-RecSwb-D14_S58	Rectal swab	55545.5	55545	Pig	Day 14	No	1	NA	9/9/20	55545	NA	E	10	1	NA	198	P1.77	6/9/22	67.2	7/14/22	Set A REF 20025019	E10	E10	0	Yes	4.8	4.8	0.12
Pig-55545-5-RecSwb-D2_S20	Rectal swab	55545.5	55545	Pig	Day 2	No	1	NA	8/28/20	55545	NA	B	8	1	NA	156	P1.58	6/8/22	142.3	7/14/22	Set A REF 20025019	B08	B08	7.5	No	NA	7.5	0.63
Pig-55545-5-RecSwb-D21_S35	Rectal swab	55545.5	55545	Pig	Day 21	No	1	NA	9/13/20	55545	NA	C	11	1	NA	213	P1.83	6/9/22	88.2	7/14/22	Set A REF 20025019	C11	C11	6.4	No	NA	6.4	0.23
Pig-55545-5-RecSwb-D4_S92	Rectal swab	55545.5	55545	Pig	Day 4	No	1	NA	8/30/20	55545	NA	H	8	1	NA	170	P1.64	6/8/22	153.9	7/14/22	Set A REF 20025019	H08	H08	0	Yes	0	0	0
Pig-55545-5-RecSwb-D7_S81	Rectal swab	55545.5	55545	Pig	Day 7	No	1	NA	9/2/20	55545	NA	G	9	1	NA	184	P1.71	6/9/22	26.7	7/14/22	Set A REF 20025019	G09	G09	3.4	No	NA	3.4	0.26
Pig-55545-6-RecSwb-D14_S70	Rectal swab	55545.6	55545	Pig	Day 14	No	1	NA	9/9/20	55545	NA	F	10	1	NA	199	P1.78	6/9/22	199.5	7/14/22	Set A REF 20025019	F10	F10	0	Yes	5.1	5.1	0.23
Pig-55545-6-RecSwb-D2_S32	Rectal swab	55545.6	55545	Pig	Day 2	No	1	NA	8/28/20	55545	NA	C	8	1	NA	157	P1.59	6/8/22	83.6	7/14/22	Set A REF 20025019	C08	C08	0	Yes	2.5	2.5	0.29
Pig-55545-6-RecSwb-D21_S47	Rectal swab	55545.6	55545	Pig	Day 21	No	1	NA	9/13/20	55545	NA	D	11	1	NA	214	P1.84	6/9/22	203.4	7/14/22	Set A REF 20025019	D11	D11	8.3	No	NA	8.3	0.15
Pig-55545-6-RecSwb-D4_S9	Rectal swab	55545.6	55545	Pig	Day 4	No	1	NA	8/30/20	55545	NA	A	9	1	NA	171	P1.65	6/8/22	50.3	7/14/22	Set A REF 20025019	A09	A09	0	Yes	8	8	0.71
Pig-55545-6-RecSwb-D7_S93	Rectal swab	55545.6	55545	Pig	Day 7	No	1	NA	9/2/20	55545	NA	H	9	1	NA	185	P1.72	6/9/22	27.6	7/14/22	Set A REF 20025019	H09	H09	1.8	No	NA	1.8	0.25
Pig-55545-crpfdr-D14_S367	Creep feeder	NA	NA	Pig	Day 14	No	NA	NA	9/9/20	55545	NA	G	8	4	NA	208	P4.63	6/17/22	56.5	8/10/22	Set D REF 20026933	G08	G08	6.2	No	NA	6.2	0.09
Pig-55545-Feces-D14-200-B_S19	Feces	55545	55545	Pig	Day 14	No	1	NA	9/9/20	55545	0.274	B	7	1	200.B	200	P1.50	6/8/22	321.7	7/14/22	Set A REF 20025019	B07	B07	1.5	No	NA	1.5	0.34
Pig-55545-Feces-D2-158-A_S1	Feces	55545	55545	Pig	Day 2	No	1	NA	8/28/20	55545	0.157	A	1	1	158.A	158	P1.1	6/7/22	247.5	7/13/22	Set A REF 20025019	A01	A01	8	No	NA	8	0.31
Pig-55545-Feces-D21-215-A_S31	Feces	55545	55545	Pig	Day 21	No	1	NA	9/16/20	55545	0.213	C	7	1	215.A	215	P1.51	6/8/22	174	7/14/22	Set A REF 20025019	C07	C07	5.9	No	NA	5.9	0.71
Pig-55545-Feces-D4-172-B_S13	Feces	55545	55545	Pig	Day 4	No	1	NA	8/30/20	55545	0.2034	B	1	1	172.B	172	P1.2	6/7/22	133.1	7/13/22	Set A REF 20025019	B01	B01	8.4	No	NA	8.4	0.37
Pig-55545-Feces-D7-186-A_S25	Feces	55545	55545	Pig	Day 7	No	1	NA	9/2/20	55545	0.3319	C	1	1	186.A	186	P1.3	6/7/22	61.6	7/13/22	Set A REF 20025019	C01	C01	8.9	No	NA	8.9	0.26
Pig-55545-Feed-D2_S310	Sow Feed	NA	NA	Pig	Day 2	No	NA	NA	8/28/20	55545	NA	B	10	4	NA	151	P4.74	6/17/22	579	8/10/22	Set D REF 20026933	B10	B10	6.6	No	NA	6.6	0.28
Pig-55545-Floor-D14_S335	Floor	NA	NA	Pig	Day 14	No	NA	NA	9/9/20	55545	NA	D	11	4	NA	207	P4.84		3.84	8/10/22	Set D REF 20026933	D11	D11	1.2	No	NA	1.2	0.19
Pig-55545-vaginalswab-D1_S318	Vaginal swab	55545	55545	Pig	Day 1	No	1	NA	8/27/20	55545	NA	C	6	4	NA	150	P4.43	6/17/22	565.8	8/10/22	Set D REF 20026933	C06	C06	1.9	No	NA	1.9	0.16
Pig-55545-vaginalswab-Dneg1_S306	Vaginal swab	55545	55545	Pig	Day -1	No	1	NA	8/25/20	55545	NA	B	6	4	NA	149	P4.42	6/17/22	575.9	8/10/22	Set D REF 20026933	B06	B06	0.1	Yes	1.3	1.3	0.13
Pig-55619-1-RecSwb-D14_S287	Rectal swab	55619.1	55619	Pig	Day 14	No	0	NA	9/12/20	55619	NA	H	11	3	NA	490	P3.88	6/15/22	315.8	8/2/22	Set C REF 20026934	H11	H11	0.6	Yes	0.4	0.6	0.05
Pig-55619-1-RecSwb-D2_S273	Rectal swab	55619.1	55619	Pig	Day 2	No	0	NA	8/31/20	55619	NA	G	9	3	NA	448	P3.71	6/15/22	161.2	8/2/22	Set C REF 20026934	G09	G09	0.1	Yes	1.5	1.5	0.14
Pig-55619-1-RecSwb-D21_S240	Rectal swab	55619.1	55619	Pig	Day 21	No	0	NA	9/19/20	55619	NA	D	12	3	NA	505	P3.92	6/15/22	125.7	8/2/22	Set C REF 20026934	D12	D12	1	No	NA	1	0.13
Pig-55619-1-RecSwb-D4_S250	Rectal swab	55619.1	55619	Pig	Day 4	No	0	NA	9/2/20	55619	NA	E	10	3	NA	462	P3.77	6/15/22	119.3	8/2/22	Set C REF 20026934	E10	E10	6	No	NA	6	0.2
Pig-55619-1-RecSwb-D7_S227	Rectal swab	55619.1	55619	Pig	Day 7	No	0	NA	9/5/20	55619	NA	C	11	3	NA	476	P3.83	6/15/22	99.9	8/2/22	Set C REF 20026934	C11	C11	2.5	No	NA	2.5	0.14
Pig-55619-2-RecSwb-D14_S204	Rectal swab	55619.2	55619	Pig	Day 14	No	0	NA	9/12/20	55619	NA	A	12	3	NA	491	P3.89	6/15/22	87.1	8/2/22	Set C REF 20026934	A12	A12	0	Yes	0.2	0.2	0.03
Pig-55619-2-RecSwb-D2_S285	Rectal swab	55619.2	55619	Pig	Day 2	No	0	NA	8/31/20	55619	NA	H	9	3	NA	449	P3.72	6/15/22	84.6	8/2/22	Set C REF 20026934	H09	H09	0	Yes	7	7	0.16
Pig-55619-2-RecSwb-D21_S252	Rectal swab	55619.2	55619	Pig	Day 21	No	0	NA	9/19/20	55619	NA	E	12	3	NA	506	P3.93	6/15/22	116.9	8/2/22	Set C REF 20026934	E12	E12	6.1	No	NA	6.1	0.11
Pig-55619-2-RecSwb-D4_S262	Rectal swab	55619.2	55619	Pig	Day 4	No	0	NA	9/2/20	55619	NA	F	10	3	NA	463	P3.78	6/15/22	181.3	8/2/22	Set C REF 20026934	F10	F10	4.1	No	NA	4.1	0.16
Pig-55619-2-RecSwb-D7_S239	Rectal swab	55619.2	55619	Pig	Day 7	No	0	NA	9/5/20	55619	NA	D	11	3	NA	477	P3.84	6/15/22	66.6	8/2/22	Set C REF 20026934	D11	D11	1.4	No	NA	1.4	0.15
Pig-55619-3-RecSwb-D14_S216	Rectal swab	55619.3	55619	Pig	Day 14	No	0	NA	9/12/20	55619	NA	B	12	3	NA	492	P3.90	6/15/22	63.6	8/2/22	Set C REF 20026934	B12	B12	0.7	Yes	2.4	2.4	0.17
Pig-55619-3-RecSwb-D2_S202	Rectal swab	55619.3	55619	Pig	Day 2	No	0	NA	8/31/20	55619	NA	A	10	3	NA	450	P3.73	6/15/22	76.7	8/2/22	Set C REF 20026934	A10	A10	4.9	No	NA	4.9	0.09
Pig-55619-3-RecSwb-D21_S264	Rectal swab	55619.3	55619	Pig	Day 21	No	0	NA	9/19/20	55619	NA	F	12	3	NA	507	P3.94	6/15/22	-0.3	8/2/22	Set C REF 20026934	F12	F12	10.4	No	NA	10.4	0.55
Pig-55619-3-RecSwb-D4_S274	Rectal swab	55619.3	55619	Pig	Day 4	No	0	NA	9/2/20	55619	NA	G	10	3	NA	464	P3.79	6/15/22	21.7	8/2/22	Set C REF 20026934	G10	G10	9.6	No	NA	9.6	0.13
Pig-55619-3-RecSwb-D7_S251	Rectal swab	55619.3	55619	Pig	Day 7	No	0	NA	9/5/20	55619	NA	E	11	3	NA	478	P3.85	6/15/22	18.5	8/2/22	Set C REF 20026934	E11	E11	13.2	No	NA	13.2	0.13
Pig-55619-4-RecSwb-D2_S214	Rectal swab	55619.4	55619	Pig	Day 2	No	0	NA	8/31/20	55619	NA	B	10	3	NA	451	P3.74	6/15/22	492.2	8/2/22	Set C REF 20026934	B10	B10	4.4	No	NA	4.4	0.17
Pig-55619-4-RecSwb-D4_S286	Rectal swab	55619.4	55619	Pig	Day 4	No	0	NA	9/2/20	55619	NA	H	10	3	NA	465	P3.80	6/15/22	227.2	8/2/22	Set C REF 20026934	H10	H10	9.4	No	NA	9.4	0.16
Pig-55619-5-RecSwb-D14_S228	Rectal swab	55619.5	55619	Pig	Day 14	No	0	NA	9/12/20	55619	NA	C	12	3	NA	494	P3.91	6/15/22	56.7	8/2/22	Set C REF 20026934	C12	C12	4.1	No	NA	4.1	0.16
Pig-55619-5-RecSwb-D2_S226	Rectal swab	55619.5	55619	Pig	Day 2	No	0	NA	8/31/20	55619	NA	C	10	3	NA	452	P3.75	6/15/22	190.2	8/2/22	Set C REF 20026934	C10	C10	8.6	No	NA	8.6	0.17
Pig-55619-5-RecSwb-D21_S276	Rectal swab	55619.5	55619	Pig	Day 21	No	0	NA	9/19/20	55619	NA	G	12	3	NA	509	P3.95	6/15/22	106.4	8/2/22	Set C REF 20026934	G12	G12	4.5	No	NA	4.5	0.64
Pig-55619-5-RecSwb-D4_S203	Rectal swab	55619.5	55619	Pig	Day 4	No	0	NA	9/2/20	55619	NA	A	11	3	NA	466	P3.81	6/15/22	244.1	8/2/22	Set C REF 20026934	A11	A11	0.7	Yes	0.8	0.8	0.1
Pig-55619-5-RecSwb-D7_S263	Rectal swab	55619.5	55619	Pig	Day 7	No	0	NA	9/5/20	55619	NA	F	11	3	NA	480	P3.86	6/15/22	15.9	8/2/22	Set C REF 20026934	F11	F11	5.3	No	NA	5.3	0.16
Pig-55619-6-RecSwb-D2_S238	Rectal swab	55619.6	55619	Pig	Day 2	No	0	NA	8/31/20	55619	NA	D	10	3	NA	453	P3.76	6/15/22	232	8/2/22	Set C REF 20026934	D10	D10	8.3	No	NA	8.3	0.13
Pig-55619-6-RecSwb-D4_S215	Rectal swab	55619.6	55619	Pig	Day 4	No	0	NA	9/2/20	55619	NA	B	11	3	NA	467	P3.82	6/15/22	355.3	8/2/22	Set C REF 20026934	B11	B11	1.6	No	NA	1.6	0.12
Pig-55619-6-RecSwb-D7_S275	Rectal swab	55619.6	55619	Pig	Day 7	No	0	NA	9/5/20	55619	NA	G	11	3	NA	481	P3.87	6/15/22	211.1	8/2/22	Set C REF 20026934	G11	G11	2.7	No	NA	2.7	0.11
Pig-55619-crpfdr-D14_S368	Creep feeder	NA	NA	Pig	Day 14	No	NA	NA	9/12/20	55619	NA	G	9	4	NA	504	P4.71	6/17/22	36.1	8/10/22	Set D REF 20026933	G09	G09	3.6	No	NA	3.6	0.15
Pig-55619-Feces-D14-496-A_S65	Feces	55619	55619	Pig	Day 14	No	0	NA	9/12/20	55619	0.251	F	5	1	496.A	496	P1.38	6/8/22	312.4	7/14/22	Set A REF 20025019	F05	F05	1.6	No	NA	1.6	0.23
Pig-55619-Feces-D2-454-A_S29	Feces	55619	55619	Pig	Day 2	No	0	NA	8/31/20	55619	0.22	C	5	1	454.A	454	P1.35	6/8/22	174	7/14/22	Set A REF 20025019	C05	C05	4.2	No	NA	4.2	0.34
Pig-55619-Feces-D21-511-A_S77	Feces	55619	55619	Pig	Day 21	No	0	NA	9/19/20	55619	0.278	G	5	1	511.A	511	P1.39	6/8/22	250.6	7/14/22	Set A REF 20025019	G05	G05	0.6	Yes	5.1	5.1	0.28
Pig-55619-Feces-D4-468-B_S41	Feces	55619	55619	Pig	Day 4	No	0	NA	9/2/20	55619	0.287	D	5	1	468.B	468	P1.36	6/8/22	433.8	7/14/22	Set A REF 20025019	D05	D05	1.4	No	NA	1.4	1.97
Pig-55619-Feces-D7-482-A_S53	Feces	55619	55619	Pig	Day 7	No	0	NA	9/5/20	55619	0.207	E	5	1	482.A	482	P1.37	6/8/22	254.4	7/14/22	Set A REF 20025019	E05	E05	4	No	NA	4	0.26
Pig-55619-Feed-D2_S299	Sow Feed	NA	NA	Pig	Day 2	No	NA	NA	8/31/20	55619	NA	A	11	4	NA	447	P4.81	6/17/22	28.5	8/10/22	Set D REF 20026933	A11	A11	0.7	Yes	0.2	0.7	0
Pig-55619-Floor-D14_S324	Floor	NA	NA	Pig	Day 14	No	NA	NA	9/12/20	55619	NA	C	11	4	NA	503	P4.91		1.06	8/10/22	Set D REF 20026933	C12	C12	0.2	Yes	0.5	0.5	0.07
Pig-55619-vaginalswab-D1_S308	Vaginal swab	55619	55619	Pig	Day 1	No	0	NA	8/30/20	55619	NA	B	8	4	NA	446	P4.58	6/17/22	589.1	8/10/22	Set D REF 20026933	B08	B08	5.2	No	NA	5.2	0.15
Pig-55619-vaginalswab-Dneg1_S296	Vaginal swab	55619	55619	Pig	Day -1	No	0	NA	8/28/20	55619	NA	A	8	4	NA	445	P4.57	6/17/22	554.1	8/10/22	Set D REF 20026933	A08	A08	5.7	No	NA	5.7	0.14
Pig-55626-1-RecSwb-D2_S340	Rectal swab	55626.1	55626	Pig	Day 2	No	6	NA	9/1/20	55626	NA	E	4	4	NA	596	P4.29	6/16/22	36.1	8/10/22	Set D REF 20026933	E04	E04	4.6	No	NA	4.6	0.17
Pig-55626-1-RecSwb-D4_S317	Rectal swab	55626.1	55626	Pig	Day 4	No	6	NA	9/3/20	55626	NA	C	5	4	NA	610	P4.35	6/16/22	41.8	8/10/22	Set D REF 20026933	C05	C05	7.6	No	NA	7.6	0.18
Pig-55626-1-RecSwb-D7_S353	Rectal swab	55626.1	55626	Pig	Day 7	No	6	NA	9/6/20	55626	NA	F	5	4	NA	624	P4.38	6/16/22	-0.2	8/10/22	Set D REF 20026933	F05	F05	0.1	Yes	5.2	5.2	0.27
Pig-55626-2-RecSwb-D2_S352	Rectal swab	55626.2	55626	Pig	Day 2	No	6	NA	9/1/20	55626	NA	F	4	4	NA	597	P4.30	6/16/22	50.5	8/10/22	Set D REF 20026933	F04	F04	7.9	No	NA	7.9	0.38
Pig-55626-2-RecSwb-D4_S329	Rectal swab	55626.2	55626	Pig	Day 4	No	6	NA	9/3/20	55626	NA	D	5	4	NA	611	P4.36	6/16/22	113.8	8/10/22	Set D REF 20026933	D05	D05	2	No	NA	2	0.17
Pig-55626-3-RecSwb-D2_S363	Rectal swab	55626.3	55626	Pig	Day 2	No	6	NA	9/1/20	55626	NA	G	4	4	NA	598	P4.31	6/16/22	44.1	8/10/22	Set D REF 20026933	G04	G04	0.6	Yes	0.2	0.6	0.01
Pig-55626-4-RecSwb-D14_S375	Rectal swab	55626.4	55626	Pig	Day 14	No	6	NA	9/13/20	55626	NA	H	5	4	NA	641	P4.40	6/16/22	70.9	8/10/22	Set D REF 20026933	H05	H05	3.6	No	NA	3.6	0.2
Pig-55626-4-RecSwb-D2_S374	Rectal swab	55626.4	55626	Pig	Day 2	No	6	NA	9/1/20	55626	NA	H	4	4	NA	599	P4.32	6/16/22	20.6	8/10/22	Set D REF 20026933	H04	H04	12.6	No	NA	12.6	0.15
Pig-55626-4-RecSwb-D21_S294	Rectal swab	55626.4	55626	Pig	Day 21	No	6	NA	9/19/20	55626	NA	A	6	4	NA	656	P4.41	6/16/22	498.9	8/10/22	Set D REF 20026933	A06	A06	1.9	No	NA	1.9	0.16
Pig-55626-4-RecSwb-D4_S341	Rectal swab	55626.4	55626	Pig	Day 4	No	6	NA	9/3/20	55626	NA	E	5	4	NA	613	P4.37	6/16/22	56.4	8/10/22	Set D REF 20026933	E05	E05	4.9	No	NA	4.9	0.17
Pig-55626-4-RecSwb-D7_S364	Rectal swab	55626.4	55626	Pig	Day 7	No	6	NA	9/6/20	55626	NA	G	5	4	NA	627	P4.39	6/16/22	232.8	8/10/22	Set D REF 20026933	G05	G05	3	No	NA	3	0.1
Pig-55626-5-RecSwb-D2_S293	Rectal swab	55626.5	55626	Pig	Day 2	No	6	NA	9/1/20	55626	NA	A	5	4	NA	600	P4.33	6/16/22	0.8	8/10/22	Set D REF 20026933	A05	A05	0.8	Yes	5.6	5.6	0.18
Pig-55626-6-RecSwb-D2_S305	Rectal swab	55626.6	55626	Pig	Day 2	No	6	NA	9/1/20	55626	NA	B	5	4	NA	601	P4.34	6/16/22	24.7	8/10/22	Set D REF 20026933	B05	B05	6.3	No	NA	6.3	0.28
